,AID,CID,Activity Outcome,Protein Accession,SMILES
2202287,1671197,17038.0,Active,AAV41877,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl
2202289,1671197,153939.0,Active,AAV41877,C1[C@H](C2=C(O1)C=C(C=C2)OCC3=CC=CC=C3)N(C(=O)N)O
2202291,1671197,166589.0,Active,AAV41877,CCCN[C@H]1CCC2=C(C1)SC(=N2)N.O.Cl.Cl
2202293,1671197,12377.0,Inactive,AAV41877,CCCSSCCC
2202295,1671197,23665763.0,Inactive,AAV41877,OS(=O)[O-].[Na+]
2202297,1671197,657220.0,Inactive,AAV41877,CC/C(=C(/CC)\C1=CC=C(C=C1)OC(=O)CC)/C2=CC=C(C=C2)OC(=O)CC
2202299,1671197,657255.0,Active,AAV41877,CCCCCCCCN[C@H](C)[C@H](C1=CC=C(C=C1)SC(C)C)O
2202301,1671197,1480.0,Inactive,AAV41877,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O
2202303,1671197,22879.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.[Ca+2]
2202305,1671197,14130.0,Inactive,AAV41877,CCOC1=CC=C(C=C1)NC(=O)CC(C)O
2202309,1671197,12471.0,Inactive,AAV41877,C1=C(C=C(C(=C1Cl)N)Cl)Cl
2202311,1671197,42981.0,Inactive,AAV41877,CCCCCCCCCCCCN1CCCCCC1=O
2202315,1671197,15096.0,Active,AAV41877,CCCC[Sn](CCCC)(CCCC)Cl
2202317,1671197,1110.0,Inactive,AAV41877,C(CC(=O)O)C(=O)O
2202319,1671197,5273621.0,Active,AAV41877,COC1=CC(=O)OC(=C1)/C=C/C2=CC=CC=C2
2202321,1671197,152951.0,Inactive,AAV41877,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C
2202323,1671197,162071.0,Inactive,AAV41877,C[N+](C)(C)CCOC(=O)C=C.[Cl-]
2202325,1671197,12348.0,Inactive,AAV41877,CCCCCOC(=O)C
2202327,1671197,38283.0,Active,AAV41877,CC(=CC1C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C
2202329,1671197,657298.0,Inactive,AAV41877,CCCC1=CC(=O)NC(=S)N1
2202331,1671197,6850780.0,Inactive,AAV41877,C1=CC(=CC=C1NC2=NC(=NC(=N2)N(CCO)CCO)NC3=CC(=C(C=C3)/C=C/C4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=C(C=C6)S(=O)(=O)[O-])N(CCO)CCO)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
2202335,1671197,20352.0,Active,AAV41877,CCCCOC1=CC=C(C=C1)N
2202337,1671197,14127.0,Active,AAV41877,CCCCCCOC(=O)C1=CC=C(C=C1)O
2202339,1671197,15098.0,Active,AAV41877,CCCC[Sn](CCCC)(CCCC)CCCC
2202341,1671197,12463.0,Active,AAV41877,C1=CC(=C(C(=C1Cl)Cl)Cl)Cl
2202343,1671197,24730.0,Inactive,AAV41877,CC(CN(CC(C)O)CC(C)O)O
2202345,1671197,6857648.0,Inactive,AAV41877,[C-]#N.[C-]#N.[K+].[Au+]
2202347,1671197,13617.0,Inactive,AAV41877,CC1(C(=O)C(C1=O)(C)C)C
2202349,1671197,2733525.0,Active,AAV41877,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
2202351,1671197,16551.0,Active,AAV41877,C(CCCCl)CCCl
2202353,1671197,151075.0,Active,AAV41877,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N
2202355,1671197,161929.0,Active,AAV41877,CC(CC(=O)Cl)CC(C)(C)C
2202357,1671197,12348.0,Active,AAV41877,CCCCCOC(=O)C
2202359,1671197,23663985.0,Inactive,AAV41877,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)[O-].O.O.O.O.[Na+]
2202361,1671197,6852391.0,Inactive,AAV41877,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-]
2202363,1671197,5319754.0,Inactive,AAV41877,CC/C=C(\C)/C=O
2202365,1671197,5073.0,Inactive,AAV41877,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
2202367,1671197,22830.0,Active,AAV41877,COC1=CC(=C(C=C1)OC)N=NC2=C(C=CC3=CC=CC=C32)O
2202369,1671197,13246.0,Inactive,AAV41877,C1CCCCCC(=O)CCCCC1
2202371,1671197,15078.0,Inactive,AAV41877,C1(=NC(=NN1)N)N
2202373,1671197,12205.0,Active,AAV41877,C1=CC(=CC=C1N)N.Cl.Cl
2202375,1671197,41574.0,Inactive,AAV41877,C1=CC(=C(C(=C1)Cl)CN2C=NC3=C(N=CN=C32)N)F
2202377,1671197,657306.0,Inactive,AAV41877,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-]
2202379,1671197,13530.0,Active,AAV41877,C(C(=O)C(Cl)Cl)Cl
2202381,1671197,10432339.0,Inactive,AAV41877,CS(=O)(=O)C1=C(C=C(C=C1)[C@@H](C[C@H]2CCC(=O)C2)C(=O)NC3=NC=CN=C3)Cl
2202383,1671197,20056549.0,Inactive,AAV41877,CO[C@]1([C@H]2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F
2202385,1671197,137829.0,Inactive,AAV41877,CC(C1CCCCC1)O
2202387,1671197,151194.0,Active,AAV41877,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4
2202389,1671197,12281.0,Inactive,AAV41877,C1=C(C=C(C=C1Cl)Cl)N
2202391,1671197,40301.0,Active,AAV41877,C1=CC=C(C=C1)C2=CSC(=N2)N.O.Br
2202393,1671197,12967.0,Active,AAV41877,CCN(C(=O)N)N=O
2202395,1671197,5324275.0,Inactive,AAV41877,CC/C(=N/O)/C
2202397,1671197,10685477.0,Active,AAV41877,C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O
2202401,1671197,13232.0,Active,AAV41877,CC1CC(OC(O1)C)OC(=O)C
2202403,1671197,14708.0,Active,AAV41877,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(CC5=NON=C5C4)C
2202405,1671197,12170.0,Inactive,AAV41877,CC(=O)OCC1=CC=CO1
2202407,1671197,26602.0,Active,AAV41877,CCOC(=O)NC(C)(C)CC1=CC=C(C=C1)Cl
2202409,1671197,5315892.0,Active,AAV41877,C1=CC=C(C=C1)/C=C/CO
2202411,1671197,14215.0,Inactive,AAV41877,CCCCN(CC)C(=O)SCCC
2202415,1671197,17355.0,Inactive,AAV41877,CC(=O)CCC1=CC=CC=C1
2202419,1671197,133264.0,Inactive,AAV41877,CCCCCOC1=C(C=C(C=C1)C2C(=O)NC(=O)S2)OCC
2202421,1671197,12130.0,Inactive,AAV41877,CCCN(CCC)N=O
2202423,1671197,2097895.0,Active,AAV41877,CC1=C(C=CC(=C1)Br)NC(=O)CCl
2202425,1671197,12777.0,Inactive,AAV41877,CCCC1CCCC(=O)O1
2202429,1671197,10483134.0,Active,AAV41877,CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C.Cl
2202431,1671197,24743.0,Active,AAV41877,CCOC(=O)NC1=CC(=CC=C1)OC(=O)NC2=CC=CC=C2
2202433,1671197,13195.0,Inactive,AAV41877,CC1=CN=CN1
2202435,1671197,14866.0,Active,AAV41877,CCCCOCCOC(=O)C1=CN=CC=C1
2202437,1671197,12163.0,Inactive,AAV41877,C1=CC(=CC=C1C#N)Cl
2202443,1671197,14051.0,Inactive,AAV41877,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl
2202445,1671197,246728.0,Inactive,AAV41877,CCCCCC(=O)CC
2202447,1671197,4110039.0,Active,AAV41877,C1=CC=C(C=C1)[S-].[Na+]
2202449,1671197,119583.0,Active,AAV41877,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
2202451,1671197,122499.0,Inactive,AAV41877,CC1=CC=CC2=NNN=C12
2202453,1671197,15037.0,Inactive,AAV41877,C1=CN(C=C1)CC2=CC=CO2
2202455,1671197,39801.0,Inactive,AAV41877,CC(=O)OCCCCCCCCC=C
2202457,1671197,12694.0,Inactive,AAV41877,C(C(=O)N)(Cl)Cl
2202459,1671197,13783.0,Active,AAV41877,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)OC(C)C
2202461,1671197,2757748.0,Inactive,AAV41877,CCCCCC1=CC=C(C=C1)Cl
2202463,1671197,19838.0,Inactive,AAV41877,CCOC(=O)C(C)(C)C
2202465,1671197,13089.0,Active,AAV41877,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
2202467,1671197,14300.0,Active,AAV41877,C1=C[N+](=CC=C1[N+](=O)[O-])[O-]
2202469,1671197,12069.0,Inactive,AAV41877,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O
2202473,1671197,5311217.0,Active,AAV41877,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C
2202475,1671197,12901.0,Active,AAV41877,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
2202477,1671197,5332133.0,Inactive,AAV41877,C1=CC=C(C(=C1)/C=C/C2=CC=C(C=C2)C3=CC=C(C=C3)/C=C/C4=CC=CC=C4S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
2202479,1671197,17683.0,Active,AAV41877,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC.Cl
2202481,1671197,119525.0,Inactive,AAV41877,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O.CS(=O)(=O)O
2202483,1671197,123608.0,Inactive,AAV41877,C(CC(=O)O)C(=O)CN.Cl
2202485,1671197,14569.0,Active,AAV41877,CC1=CC(=CC=C1)NC2=CC=CC=C2
2202487,1671197,14007922.0,Inactive,AAV41877,CCCC[N+]1=CC=CC=C1.[I-]
2202489,1671197,12613.0,Inactive,AAV41877,CC(C)CCOC(=O)CC(C)C
2202491,1671197,13676.0,Active,AAV41877,CCOP(=S)(CC)SC1=CC=CC=C1
2202493,1671197,2734238.0,Inactive,AAV41877,CCCC[N+]1=CC=CC=C1.[Br-]
2202495,1671197,24261.0,Inactive,AAV41877,O=[Si]=O
2202497,1671197,13032.0,Inactive,AAV41877,CC(C)NC1=CC=CC=C1
2202499,1671197,14264.0,Inactive,AAV41877,C1COS(=O)(=O)C1
2202501,1671197,12021.0,Inactive,AAV41877,COC(=O)OC
2202503,1671197,40399.0,Active,AAV41877,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O
2202505,1671197,2723951.0,Active,AAV41877,C(#N)/C(=C(\C#N)/N)/N
2202507,1671197,12977.0,Inactive,AAV41877,CCOP(O)OCC
2202509,1671197,5311429.0,Inactive,AAV41877,CC1(CO[C@H](CN1)CC(=O)O)C
2202511,1671197,16213711.0,Inactive,AAV41877,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N
2202515,1671197,122077.0,Inactive,AAV41877,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl
2202517,1671197,13636.0,Inactive,AAV41877,C1=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl
2202521,1671197,12586.0,Inactive,AAV41877,C1COCO1
2202523,1671197,13671.0,Active,AAV41877,CN(C1=CC=C(C=C1)[N+](=O)[O-])N=O
2202525,1671197,2734819.0,Inactive,AAV41877,C1=CC(=C(C(=C1)Cl)C(=S)N)Cl
2202527,1671197,19646.0,Active,AAV41877,C1=CSC(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-]
2202529,1671197,12902.0,Inactive,AAV41877,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
2202531,1671197,12397.0,Active,AAV41877,CCCCCCCCCCCCCCCO
2202533,1671197,11957.0,Inactive,AAV41877,CN(C1=CC=CC=C1)N=O
2202535,1671197,27020.0,Active,AAV41877,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)Br)O)Br)Br)O)Br
2202537,1671197,2723598.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N.O.Cl
2202539,1671197,12679.0,Inactive,AAV41877,CN(C)P(=O)(N(C)C)N(C)C
2202543,1671197,16351.0,Active,AAV41877,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl
2202545,1671197,2733526.0,Active,AAV41877,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
2202549,1671197,13613.0,Inactive,AAV41877,C1CCCN(CC1)N=O
2202551,1671197,5284483.0,Active,AAV41877,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
2202553,1671197,12313.0,Inactive,AAV41877,C(CO)CCl
2202555,1671197,12968.0,Inactive,AAV41877,CCCN(CCC)C(=O)SCC
2202557,1671197,2733245.0,Inactive,AAV41877,CCOC(=O)C(=O)C1=CSC(=N1)NC=O
2202559,1671197,22697.0,Inactive,AAV41877,CCC(=O)C1=CC=C(C=C1)Cl
2202561,1671197,13387.0,Inactive,AAV41877,CN1CCCC1=O
2202563,1671197,12342.0,Inactive,AAV41877,C(=O)NNC=O
2202565,1671197,11954.0,Inactive,AAV41877,CNC(=O)C1=CC=CC=C1
2202567,1671197,39299.0,Active,AAV41877,CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)CC(=O)O
2202569,1671197,6997371.0,Inactive,AAV41877,C[C@@]12CC[C@@H](C1)C([C@@H]2O)(C)C
2202571,1671197,13050.0,Inactive,AAV41877,CCOC(=O)C(C1=CC=CC=C1)O
2202573,1671197,2724564.0,Active,AAV41877,C(=S)(N)NNC(=S)N
2202577,1671197,2733660.0,Inactive,AAV41877,C1=CC(=C(C=C1Br)F)CBr
2202579,1671197,119369.0,Inactive,AAV41877,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C
2202581,1671197,13940.0,Active,AAV41877,C1C2C(COS(=O)(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
2202585,1671197,12328.0,Inactive,AAV41877,COC(=O)CCCCC(=O)O
2202587,1671197,13382.0,Inactive,AAV41877,CCCCCSCCCCC
2202589,1671197,228987.0,Inactive,AAV41877,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O
2202591,1671197,19283.0,Inactive,AAV41877,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC
2202593,1671197,13286.0,Inactive,AAV41877,C(CO)N1C(=O)N(C(=O)N(C1=O)CCO)CCO
2202595,1671197,12100.0,Inactive,AAV41877,CCC1=CC=CC(=C1)C
2202597,1671197,11796.0,Active,AAV41877,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)O
2202599,1671197,21088.0,Inactive,AAV41877,C(CN)CN(CCO)CCO
2202601,1671197,6918454.0,Active,AAV41877,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl
2202603,1671197,13065.0,Inactive,AAV41877,CC(C)(C1=CC=CC=C1)C2=CC=CC=C2
2202605,1671197,2723630.0,Active,AAV41877,C1(=S)NNC(=S)S1
2202611,1671197,121752.0,Inactive,AAV41877,CCCOCC(C)OCC(C)O
2202613,1671197,14112.0,Inactive,AAV41877,COC1=CC2=C(C=C1)C(=O)CCC2
2202615,1671197,5284366.0,Active,AAV41877,C[NH+](C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)[O-])\C(=O)O
2202617,1671197,12170.0,Active,AAV41877,CC(=O)OCC1=CC=CO1
2202619,1671197,12902.0,Inactive,AAV41877,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
2202621,1671197,5311066.0,Inactive,AAV41877,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O
2202627,1671197,12130.0,Inactive,AAV41877,CCCN(CCC)N=O
2202629,1671197,11742.0,Inactive,AAV41877,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O
2202631,1671197,38284.0,Active,AAV41877,C1=CC=C(C=C1)OC2=CC=CC(=C2)C=O
2202633,1671197,3356745.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=O)[N-]C2=O.[K+]
2202637,1671197,2724564.0,Inactive,AAV41877,C(=S)(N)NNC(=S)N
2202639,1671197,522325.0,Inactive,AAV41877,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+]
2202641,1671197,929262.0,Active,AAV41877,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC(=O)O3)C)(C)C
2202643,1671197,114994.0,Active,AAV41877,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)Cl
2202645,1671197,11972.0,Inactive,AAV41877,CC(=O)NC1=CC=CC=C1O
2202647,1671197,35740.0,Inactive,AAV41877,C1=C(C(=C(C(=C1I)NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
2202649,1671197,12111.0,Inactive,AAV41877,C1=CC(=CC=C1CC2=CC=C(C=C2)O)O
2202653,1671197,2724192.0,Inactive,AAV41877,CC(=O)[O-].CC(=O)[O-].O.O.[Zn+2]
2202655,1671197,19395.0,Active,AAV41877,CCOP(=S)(OCC)OP(=S)(OCC)OCC
2202657,1671197,13709.0,Active,AAV41877,COC1=NN(C(=O)S1)CSP(=S)(OC)OC
2202659,1671197,12021.0,Inactive,AAV41877,COC(=O)OC
2202661,1671197,11595.0,Inactive,AAV41877,CCCCNC(=O)N
2202665,1671197,3321360.0,Inactive,AAV41877,CC1CCCC(=O)C1=O
2202667,1671197,12395.0,Active,AAV41877,CCCCCCCCCCCCCCC=C
2202669,1671197,6993580.0,Inactive,AAV41877,CCOC(=O)[C@@H]([C@H](C(=O)OCC)O)O
2202671,1671197,16248.0,Active,AAV41877,CC1=CC(=CC(=C1SC)C)OC(=O)NC
2202673,1671197,4984721.0,Active,AAV41877,C1=CC(=C(C=C1[N+](=O)[O-])O)N
2202677,1671197,11945.0,Active,AAV41877,C1=CC2=C(C=CC(=C2)[N+](=O)[O-])N=C1
2202679,1671197,5284363.0,Active,AAV41877,C1=CC(=CC=C1N)Cl.Cl
2202681,1671197,12124.0,Inactive,AAV41877,CC(=O)NC1=CC(=CC=C1)O
2202683,1671197,12734.0,Inactive,AAV41877,CC(C)N=C=NC(C)C
2202685,1671197,2724588.0,Active,AAV41877,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)O.O.O
2202687,1671197,20906.0,Active,AAV41877,C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC(=C2)Br)Br)O)C(F)(F)F
2202689,1671197,12901.0,Active,AAV41877,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
2202691,1671197,11933.0,Active,AAV41877,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl
2202693,1671197,11443.0,Active,AAV41877,CC1=C(C=C(C=C1)N=C=O)N=C=O
2202695,1671197,38258.0,Inactive,AAV41877,C(NC(=O)NC1C(=O)NC(=O)N1CO)NC(=O)NC2C(=O)NC(=O)N2CO
2202697,1671197,14275.0,Inactive,AAV41877,CC1=NC=C(C=C1)O
2202699,1671197,12540.0,Active,AAV41877,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(C3=CC=CC=C3)Cl
2202701,1671197,6917728.0,Inactive,AAV41877,CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl.Cl
2202703,1671197,517546.0,Active,AAV41877,CCN(CC)C(=S)[S-].O.O.O.[Na+]
2202705,1671197,4921319.0,Active,AAV41877,C1=C(C=C(C(=C1N)O)[N+](=O)[O-])[N+](=O)[O-]
2202707,1671197,2734956.0,Active,AAV41877,COC1=CC=C(C=C1)N.Cl
2202709,1671197,11910.0,Active,AAV41877,CC1=C2C(=CC=C1)C=CC=N2
2202711,1671197,34458.0,Active,AAV41877,COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC
2202715,1671197,12525.0,Inactive,AAV41877,CC(=O)[O-].CC(=O)[O-].[Mn+2]
2202717,1671197,2723789.0,Active,AAV41877,C(=S)(N)NN
2202719,1671197,18752.0,Active,AAV41877,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
2202721,1671197,12868.0,Inactive,AAV41877,C1(=C(C(=C(C(=C1Cl)Cl)C(=O)Cl)Cl)Cl)C(=O)Cl
2202725,1671197,11439.0,Inactive,AAV41877,C1CC(=O)NC1=O
2202727,1671197,20240.0,Active,AAV41877,CC(C)COC(=O)C1=CC=C(C=C1)O
2202729,1671197,14257.0,Inactive,AAV41877,CCCCCCCCCCC
2202731,1671197,12161.0,Inactive,AAV41877,CC1=CC=C(C=C1)C=C
2202733,1671197,14716.0,Active,AAV41877,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2
2202735,1671197,15765.0,Inactive,AAV41877,CC1=NC(=CC=C1)N
2202737,1671197,5324278.0,Inactive,AAV41877,CCC/C=N/O
2202739,1671197,2734678.0,Active,AAV41877,C1=CC(=C(C=C1C(F)(F)F)N)S.Cl
2202741,1671197,11568.0,Active,AAV41877,C1=CC(=CC(=C1)O)N
2202743,1671197,5284620.0,Inactive,AAV41877,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)OC(=O)C)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@@H]4CC[C@@H]([C@H](O4)C)N(C)C
2202747,1671197,12560.0,Inactive,AAV41877,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
2202749,1671197,6918106.0,Inactive,AAV41877,CN1[C@@H]2CC[C@H]1CC(C2)NC(=O)N3C4=CC=CC=C4NC3=O
2202751,1671197,21453.0,Inactive,AAV41877,COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC
2202753,1671197,12810.0,Active,AAV41877,CCCCCC1CCCC(=O)O1
2202759,1671197,37542.0,Inactive,AAV41877,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
2202761,1671197,14250.0,Active,AAV41877,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
2202763,1671197,12161.0,Inactive,AAV41877,CC1=CC=C(C=C1)C=C
2202765,1671197,14369.0,Active,AAV41877,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)Br
2202769,1671197,2723631.0,Inactive,AAV41877,CNC(=S)NC
2202773,1671197,11559.0,Inactive,AAV41877,CC1=CCC(=O)O1
2202775,1671197,33286.0,Active,AAV41877,C[N+](C)(CC=C)CC=C.[Cl-]
2202777,1671197,13816.0,Inactive,AAV41877,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)[O-])N)C)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N.[Na+].[Na+]
2202779,1671197,14286.0,Active,AAV41877,CC(=O)C1=CC=CC=N1
2202781,1671197,15004.0,Inactive,AAV41877,CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC
2202783,1671197,19518.0,Inactive,AAV41877,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-]
2202787,1671197,11734.0,Inactive,AAV41877,CC(C(=O)O)Cl
2202793,1671197,14235.0,Inactive,AAV41877,CC(=O)OC(C)(C)CCCC(=C)C=C
2202795,1671197,12088.0,Inactive,AAV41877,C1=CC(=CC=C1C=O)C(=O)O
2202797,1671197,14895.0,Active,AAV41877,C1=CC(=CC(=C1)S(=O)(=O)NCCNS(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-])[N+](=O)[O-]
2202801,1671197,6999030.0,Inactive,AAV41877,C1=CC(=C(C=C1[C@@H]([C@@H](C(=O)O)N)O)O)O
2202803,1671197,2733525.0,Active,AAV41877,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
2202805,1671197,11505.0,Inactive,AAV41877,CC1=CC=C(C=C1)CO
2202807,1671197,5280531.0,Active,AAV41877,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C
2202809,1671197,13610.0,Active,AAV41877,C1CCC(CC1)(C#N)O
2202811,1671197,14079.0,Inactive,AAV41877,CC(=O)C1=CC=CN1
2202813,1671197,14868.0,Inactive,AAV41877,C1=CC(=CC=C1NC(=O)C2=C(C(=CC(=C2)Br)Br)O)Br
2202815,1671197,19665.0,Inactive,AAV41877,CCCCN(CCCCO)N=O
2202817,1671197,12530.0,Active,AAV41877,CCCCCCCCCCCCC(=O)O
2202819,1671197,11545.0,Inactive,AAV41877,C[N+](C)(C)CC(=O)O.[Cl-]
2202821,1671197,11232.0,Active,AAV41877,CC1=CC(=CC=C1)OP(=O)(OC2=CC=CC(=C2)C)OC3=CC=CC(=C3)C
2202823,1671197,37125.0,Active,AAV41877,CCCSP(=S)(OCC)OC1=CC=C(C=C1)SC
2202825,1671197,14138.0,Active,AAV41877,CCCCCCCOC(=O)C1=CC=C(C=C1)O
2202827,1671197,11852.0,Inactive,AAV41877,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O
2202831,1671197,516910.0,Inactive,AAV41877,N(=O)[O-].[K+]
